"TL","Territory level and Typology","REG_ID","Region","VAR","Indicator","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"2","Large regions (TL2)","UKE","Yorkshire and The Humber","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2013","2013",,,"0","Units",,,84.21,,
"2","Large regions (TL2)","UKF","East Midlands","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2006","2006",,,"0","Units",,,44.73,,
"2","Large regions (TL2)","UKF","East Midlands","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2007","2007",,,"0","Units",,,55.92,,
"2","Large regions (TL2)","UKF","East Midlands","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2008","2008",,,"0","Units",,,65.55,,
"2","Large regions (TL2)","UKF","East Midlands","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2009","2009",,,"0","Units",,,64.47,,
"2","Large regions (TL2)","UKF","East Midlands","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2011","2011",,,"0","Units",,,83.43,,
"2","Large regions (TL2)","UKF","East Midlands","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2012","2012",,,"0","Units",,,86.8,,
"2","Large regions (TL2)","UKF","East Midlands","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2013","2013",,,"0","Units",,,89.29,,
"2","Large regions (TL2)","UKG","West Midlands","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2006","2006",,,"0","Units",,,38.14,,
"2","Large regions (TL2)","UKG","West Midlands","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2007","2007",,,"0","Units",,,51.11,,
"2","Large regions (TL2)","UKG","West Midlands","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2008","2008",,,"0","Units",,,59.99,,
"2","Large regions (TL2)","UKG","West Midlands","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2009","2009",,,"0","Units",,,68.78,,
"2","Large regions (TL2)","UKG","West Midlands","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2011","2011",,,"0","Units",,,75.19,,
"2","Large regions (TL2)","UKG","West Midlands","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2012","2012",,,"0","Units",,,81.07,,
"2","Large regions (TL2)","UKG","West Midlands","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2013","2013",,,"0","Units",,,81.57,,
"2","Large regions (TL2)","UKH","East of England","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2006","2006",,,"0","Units",,,49.1,,
"2","Large regions (TL2)","UKH","East of England","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2007","2007",,,"0","Units",,,61.67,,
"2","Large regions (TL2)","UKH","East of England","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2008","2008",,,"0","Units",,,67.8,,
"2","Large regions (TL2)","UKH","East of England","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2009","2009",,,"0","Units",,,73.14,,
"2","Large regions (TL2)","UKH","East of England","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2011","2011",,,"0","Units",,,81.59,,
"2","Large regions (TL2)","UKH","East of England","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2012","2012",,,"0","Units",,,88.52,,
"2","Large regions (TL2)","UKH","East of England","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2013","2013",,,"0","Units",,,89.17,,
"2","Large regions (TL2)","UKI","Greater London","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2006","2006",,,"0","Units",,,53.63,,
"2","Large regions (TL2)","UKI","Greater London","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2007","2007",,,"0","Units",,,65.32,,
"2","Large regions (TL2)","UKI","Greater London","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2008","2008",,,"0","Units",,,64.72,,
"2","Large regions (TL2)","UKI","Greater London","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2009","2009",,,"0","Units",,,76.1,,
"2","Large regions (TL2)","UKI","Greater London","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2011","2011",,,"0","Units",,,83.69,,
"2","Large regions (TL2)","UKI","Greater London","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2012","2012",,,"0","Units",,,91.08,,
"2","Large regions (TL2)","UKI","Greater London","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2013","2013",,,"0","Units",,,93.54,,
"2","Large regions (TL2)","DE3","Berlin","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2006","2006",,,"0","Units",,,37.2,,
"2","Large regions (TL2)","DE3","Berlin","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2007","2007",,,"0","Units",,,54.63,,
"2","Large regions (TL2)","DE3","Berlin","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2008","2008",,,"0","Units",,,57.78,,
"2","Large regions (TL2)","DE3","Berlin","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2009","2009",,,"0","Units",,,66.71,,
"2","Large regions (TL2)","DE3","Berlin","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2010","2010",,,"0","Units",,,75.55,,
"2","Large regions (TL2)","DE3","Berlin","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2011","2011",,,"0","Units",,,79.56,,
"2","Large regions (TL2)","DE3","Berlin","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2012","2012",,,"0","Units",,,82.19,,
"2","Large regions (TL2)","DE3","Berlin","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2013","2013",,,"0","Units",,,87.69,,
"2","Large regions (TL2)","DE4","Brandenburg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2008","2008",,,"0","Units",,,38.47,,
"2","Large regions (TL2)","DE4","Brandenburg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2009","2009",,,"0","Units",,,39.69,,
"2","Large regions (TL2)","DE4","Brandenburg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2010","2010",,,"0","Units",,,63.61,,
"2","Large regions (TL2)","DE4","Brandenburg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2011","2011",,,"0","Units",,,65.78,,
"2","Large regions (TL2)","DE4","Brandenburg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2012","2012",,,"0","Units",,,73.76,,
"2","Large regions (TL2)","DE4","Brandenburg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2013","2013",,,"0","Units",,,71,,
"2","Large regions (TL2)","DE5","Bremen","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2011","2011",,,"0","Units",,,86.58,,
"2","Large regions (TL2)","DE5","Bremen","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2012","2012",,,"0","Units",,,78.46,,
"2","Large regions (TL2)","DE5","Bremen","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2013","2013",,,"0","Units",,,91.3,,
"2","Large regions (TL2)","DE6","Hamburg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2006","2006",,,"0","Units",,,50.68,,
"2","Large regions (TL2)","DE6","Hamburg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2007","2007",,,"0","Units",,,65.47,,
"2","Large regions (TL2)","DE6","Hamburg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2008","2008",,,"0","Units",,,54.96,,
"2","Large regions (TL2)","DE6","Hamburg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2009","2009",,,"0","Units",,,67.45,,
"2","Large regions (TL2)","DE6","Hamburg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2010","2010",,,"0","Units",,,77.62,,
"2","Large regions (TL2)","DE6","Hamburg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2011","2011",,,"0","Units",,,81.04,,
"2","Large regions (TL2)","DE6","Hamburg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2012","2012",,,"0","Units",,,79.85,,
"2","Large regions (TL2)","DE6","Hamburg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2013","2013",,,"0","Units",,,86.95,,
